DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-06-30,22,12,25,12,20,19,0.2,88,10,1018,48.375,24,11,11,116,176,113,0,4,12.7,météo favorable,22:06:00,06:13:00,12
2022-07-01,24,10,22,10,20,24,0.2,87,10,1022,43.25,25,11,9,116,353,113,0,5,11.8,météo correcte,22:06:00,06:14:00,10
2022-07-02,31,11,17,11,29,26,0,91,10,1022,5.75,29,11,10,113,113,116,0,6,14.5,météo favorable,22:05:00,06:15:00,11
2022-07-03,30,10,13,10,24,28,0,94,9,1023,3.5,28,11,9,113,113,113,0,6,14.5,météo favorable,22:05:00,06:15:00,11
2022-07-04,30,10,13,10,24,28,0,96,9,1023,4.375,28,10,9,143,113,113,0,6,14.5,météo favorable,22:05:00,06:16:00,11
2022-07-05,31,11,18,11,29,28,0,92,10,1025,2.25,30,10,9,113,113,113,0,6,14.5,météo favorable,22:04:00,06:17:00,11
2022-07-06,33,11,22,11,29,31,0,82,10,1027,3.75,31,11,9,113,113,113,0,6,14.5,météo favorable,22:04:00,06:17:00,12
2022-07-07,31,13,20,13,30,30,0,94,9,1028,14,30,14,13,113,113,116,0,7,14.5,météo favorable,22:04:00,06:18:00,14
2022-07-08,33,13,24,13,29,32,0,74,10,1031,1,31,11,11,113,113,113,0,7,14.5,météo favorable,22:03:00,06:19:00,16
2022-07-09,36,15,19,15,33,35,0,67,10,1029,3,35,11,15,113,113,113,0,7,14.5,météo favorable,22:03:00,06:20:00,16
2022-07-10,34,15,26,15,31,33,0,54,10,1026,1.25,32,7,13,113,113,113,0,7,14.5,météo idéale,22:02:00,06:21:00,16
2022-07-11,37,17,28,17,34,35,0,67,10,1021,1.375,36,11,17,113,113,113,0,7,14.5,météo favorable,22:01:00,06:21:00,18
2022-07-12,40,19,18,19,37,38,0,54,10,1022,18.25,40,11,19,116,113,116,0,8,14.5,météo correcte,22:01:00,06:22:00,20
2022-07-13,40,19,16,20,40,36,0,41,10,1021,5.25,40,9,20,113,113,113,0,8,14.5,météo correcte,22:00:00,06:23:00,19
2022-07-14,36,17,24,17,35,32,0,66,10,1021,3.5,35,11,17,113,113,113,0,7,14.5,météo favorable,21:59:00,06:24:00,18
2022-07-15,36,12,19,12,32,33,0,67,10,1023,9.5,34,8,11,113,113,116,0,7,14.5,météo favorable,21:59:00,06:25:00,13
2022-07-16,38,15,20,15,35,37,0,51,10,1022,6.375,37,7,15,113,113,113,0,7,14.5,météo favorable,21:58:00,06:26:00,17
2022-07-17,42,19,27,19,38,39,0,37,10,1022,10.75,43,6,19,113,113,113,0,8,14.5,météo correcte,21:57:00,06:27:00,20
2022-07-18,47,22,31,22,44,45,0,33,10,1019,1.875,52,6,22,113,113,113,0,9,14.5,météo très défavorable,21:56:00,06:28:00,23
2022-07-19,31,19,28,23,25,26,0.6,77,9.875,1016,24.125,30,18,22,113,176,113,0,7,12.5,météo favorable,21:55:00,06:29:00,28
2022-07-20,27,16,27,16,26,25,0.2,97,6.75,1020,47.875,27,16,16,143,176,113,0,5,13.5,météo favorable,21:54:00,06:30:00,17
2022-07-21,34,13,7,13,31,31,0,96,7,1023,10,33,15,13,143,113,113,0,6,14.5,météo favorable,21:53:00,06:31:00,14
2022-07-22,32,15,26,17,31,25,0,77,10,1019,22.875,31,14,17,116,113,116,0,7,13.5,météo idéale,21:52:00,06:33:00,15
2022-07-23,32,12,20,12,29,27,0,91,10,1022,11.375,30,11,11,113,113,113,0,6,14.5,météo favorable,21:51:00,06:34:00,12
2022-07-24,35,14,23,14,33,29,0,76,10,1021,4.75,34,13,14,113,113,113,0,7,14.5,météo favorable,21:50:00,06:35:00,14
2022-07-25,27,17,30,18,25,23,0,96,9,1019,35,27,17,18,143,113,113,0,6,13.5,météo favorable,21:49:00,06:36:00,17
2022-07-26,29,11,12,11,24,27,0,93,10,1021,16.25,28,14,11,113,113,113,0,6,14.5,météo favorable,21:48:00,06:37:00,12
2022-07-27,33,12,11,12,30,30,0,89,10,1019,8.25,31,11,10,113,113,113,0,6,14.5,météo favorable,21:46:00,06:38:00,12
2022-07-28,27,15,17,16,22,25,0,66,10,1016,38,26,12,16,116,116,116,0,6,14.5,météo favorable,21:45:00,06:40:00,15
2022-07-29,30,12,19,12,29,28,0,87,10,1019,18.5,29,12,12,116,113,113,0,6,14.5,météo favorable,21:44:00,06:41:00,13
2022-07-30,35,13,19,13,32,30,0,86,10,1021,7.625,34,13,13,113,113,113,0,7,14.5,météo favorable,21:43:00,06:42:00,14
2022-07-31,33,14,14,14,31,31,0,95,8,1022,12.25,32,16,14,143,113,113,0,7,14.5,météo favorable,21:41:00,06:43:00,15
2022-08-01,36,15,12,15,32,34,0,96,8,1021,6.25,36,15,15,143,113,113,0,7,14.5,météo favorable,21:40:00,06:45:00,15
2022-08-02,38,15,14,15,35,34,0,85,10,1019,3.375,37,14,15,113,113,113,0,7,14.5,météo favorable,21:38:00,06:46:00,16
2022-08-03,41,17,21,17,40,37,0.1,81,10,1016,12.625,41,14,17,113,113,113,0,8,13.5,météo correcte,21:37:00,06:47:00,18
2022-08-04,34,16,17,16,32,33,0.2,95,10,1015,28.375,34,16,16,176,176,113,0,7,13.5,météo favorable,21:36:00,06:48:00,17
2022-08-05,34,14,22,14,31,32,0,73,10,1020,8.125,32,11,13,113,113,113,0,7,14.5,météo favorable,21:34:00,06:50:00,15
2022-08-06,34,13,25,13,28,30,0,62,10,1023,35,31,6,11,113,116,122,0,6,12.4,météo favorable,21:33:00,06:51:00,13
2022-08-07,35,12,26,12,31,33,0,61,10,1023,0,33,5,11,113,113,113,0,7,14.5,météo favorable,21:31:00,06:52:00,14
2022-08-08,34,15,24,15,33,33,0,55,10,1022,19.75,32,6,14,113,113,116,0,7,14.5,météo idéale,21:30:00,06:54:00,17
2022-08-09,38,15,25,15,34,35,0,64,10,1023,16,36,9,15,113,113,116,0,7,14.5,météo favorable,21:28:00,06:55:00,18
2022-08-10,40,17,21,17,37,38,0,59,10,1021,1.125,40,9,17,113,113,113,0,8,14.5,météo correcte,21:26:00,06:56:00,19
2022-08-11,40,18,26,18,38,38,0,38,10,1016,0.375,40,6,18,113,113,113,0,8,14.5,météo correcte,21:25:00,06:58:00,21
2022-08-12,41,19,20,19,38,40,0,33,10,1014,0.875,42,7,19,113,113,113,0,8,14.5,météo correcte,21:23:00,06:59:00,20
2022-08-13,41,20,18,20,40,32,0,28,10,1012,2.625,41,12,20,113,113,113,0,8,14.2,météo correcte,21:21:00,07:00:00,21
2022-08-14,28,18,21,18,28,26,0.3,90,10,1010,39.375,28,16,18,176,176,113,0,6,12.2,météo favorable,21:20:00,07:01:00,18
2022-08-15,27,16,27,16,27,23,0,89,8.75,1008,62.375,27,16,16,119,113,119,0,5,12.2,météo correcte,21:18:00,07:03:00,17
2022-08-16,25,16,27,16,22,25,3.3,94,7.875,1007,74.875,26,16,16,353,353,176,0,5,8.8,météo défavorable,21:16:00,07:04:00,17
2022-08-17,24,15,13,15,24,23,0.6,97,7.875,1012,58.125,25,15,15,143,353,176,0,5,11.1,météo correcte,21:15:00,07:05:00,16
2022-08-18,26,15,14,15,23,26,0.3,97,8.75,1018,57.125,27,15,14,116,116,116,0,5,13.4,météo correcte,21:13:00,07:07:00,15
2022-08-19,27,15,25,16,27,25,0,96,9,1021,47.375,27,17,16,143,116,116,0,6,13.4,météo favorable,21:11:00,07:08:00,15
2022-08-20,26,15,13,15,23,24,0,82,9,1022,56.375,25,17,15,113,116,116,0,5,13.4,météo correcte,21:09:00,07:09:00,17
2022-08-21,26,13,22,13,23,23,0,86,10,1019,25.375,26,12,12,113,116,116,0,6,14,météo favorable,21:07:00,07:11:00,14
2022-08-22,23,17,18,17,23,23,0,91,9,1017,82.625,25,18,17,122,119,122,0,5,9.9,météo défavorable,21:05:00,07:12:00,17
2022-08-23,32,16,14,16,30,29,0,97,6.25,1016,45.875,33,18,16,248,113,113,0,6,13.9,météo favorable,21:04:00,07:13:00,17
2022-08-24,38,17,9,17,35,34,0,89,10,1016,9.625,38,16,17,113,113,113,0,7,13.9,météo favorable,21:02:00,07:15:00,18
2022-08-25,24,19,24,19,24,23,0.6,90,9.375,1019,58.125,26,18,19,263,176,116,0,6,12.2,météo correcte,21:00:00,07:16:00,19
2022-08-26,30,13,14,13,24,26,0,94,10,1020,10.125,29,12,12,113,113,113,0,6,11.6,météo favorable,20:58:00,07:17:00,14
2022-08-27,30,13,13,13,25,27,0,95,9,1018,11.5,29,13,12,143,113,113,0,6,11.6,météo favorable,20:56:00,07:19:00,14
2022-08-28,34,17,21,17,31,30,0,49,10,1014,16.25,33,13,17,113,113,116,0,7,11.6,météo idéale,20:54:00,07:20:00,17
2022-08-29,35,19,25,19,31,32,0,44,10,1013,12.875,34,10,19,113,113,113,0,7,11.6,météo idéale,20:52:00,07:21:00,21
2022-08-30,34,17,16,17,29,31,0,54,10,1016,14.375,32,10,17,113,113,113,0,7,11.6,météo idéale,20:50:00,07:23:00,18
2022-08-31,31,17,20,17,27,27,0.4,86,9.875,1018,42.25,31,17,17,176,176,113,0,6,9.1,météo favorable,20:48:00,07:24:00,19
2022-09-01,27,16,21,16,25,25,2.7,86,9.625,1014,51.875,28,16,16,386,176,113,0,6,7.9,météo favorable,20:46:00,07:25:00,17
2022-09-02,28,16,23,16,25,23,0.1,97,6.5,1013,61.25,29,16,16,143,119,116,0,5,7.8,météo correcte,20:44:00,07:27:00,17
2022-09-03,24,15,23,15,24,22,0,97,7,1012,49.25,26,16,15,143,119,116,0,5,9.1,météo correcte,20:42:00,07:28:00,16
2022-09-04,29,15,17,15,26,27,0,92,10,1014,29.25,28,16,14,116,113,113,0,6,11.6,météo idéale,20:40:00,07:29:00,15
2022-09-05,30,15,23,16,30,25,0,85,10,1017,22.875,29,15,16,116,113,113,0,6,11.6,météo idéale,20:38:00,07:31:00,15
2022-09-06,25,14,31,14,25,21,0,94,9.875,1017,46.75,26,15,14,116,122,200,0,6,9.1,météo correcte,20:36:00,07:32:00,15
2022-09-07,23,15,29,16,23,20,1.2,93,8.875,1015,58.5,25,15,16,116,122,176,0,5,7.8,météo correcte,20:34:00,07:33:00,16
2022-09-08,22,15,30,15,21,20,2.6,91,9.75,1015,57.625,25,15,15,353,353,176,0,4,7.8,météo correcte,20:32:00,07:35:00,15
2022-09-09,22,14,31,14,22,21,0.1,93,10,1016,45,25,14,14,116,119,116,0,4,10.3,météo correcte,20:30:00,07:36:00,15
2022-09-10,24,14,16,14,22,21,0,94,7,1019,53,25,14,14,143,116,116,0,4,10.3,météo favorable,20:28:00,07:37:00,14
2022-09-11,31,13,15,13,26,29,0,89,10,1018,11.75,30,13,13,113,113,113,0,6,11.6,météo favorable,20:26:00,07:39:00,14
2022-09-12,31,17,26,17,31,26,0,56,10,1011,23.5,30,17,17,113,116,116,0,7,11.6,météo favorable,20:24:00,07:40:00,17
2022-09-13,31,19,25,19,29,27,0.8,89,9.875,1008,52.5,31,18,19,176,116,113,0,6,10.3,météo favorable,20:22:00,07:41:00,20
2022-09-14,29,18,21,20,28,25,0.3,84,9.875,1009,41,29,18,20,116,176,116,0,6,10.3,météo favorable,20:20:00,07:42:00,19
2022-09-15,24,17,11,17,21,24,0,93,7.75,1013,69.75,25,16,17,122,122,113,0,5,7.7,météo défavorable,20:18:00,07:44:00,17
2022-09-16,23,12,24,12,21,22,0,93,10,1018,13.25,24,11,11,113,113,113,0,5,11.6,météo favorable,20:16:00,07:45:00,12
2022-09-17,21,8,19,8,21,21,0,82,10,1024,5,23,6,6,113,113,113,0,5,11.6,météo favorable,20:14:00,07:46:00,9
2022-09-18,23,7,13,7,19,23,0,76,10,1023,5.125,24,7,5,113,113,113,0,5,11.6,météo favorable,20:12:00,07:48:00,8
2022-09-19,24,8,19,8,22,23,0,91,10,1025,0.25,24,7,6,113,113,113,0,5,11.6,météo favorable,20:10:00,07:49:00,9
2022-09-20,24,8,20,8,21,23,0,77,10,1024,2.5,24,8,6,113,113,113,0,5,11.6,météo favorable,20:08:00,07:50:00,9
2022-09-21,25,10,18,10,22,24,0,88,10,1025,3.375,25,9,8,113,113,113,0,5,11.6,météo favorable,20:06:00,07:52:00,11
2022-09-22,23,10,17,10,21,22,0,60,10,1022,31.75,23,4,8,116,122,113,0,5,10.3,météo correcte,20:04:00,07:53:00,11
2022-09-23,23,11,11,11,21,21,0,48,10,1017,33.625,23,4,10,113,113,113,0,4,11.6,météo favorable,20:02:00,07:54:00,12
2022-09-24,20,10,9,10,18,17,0.5,93,8.875,1016,38.625,20,11,8,113,116,176,0,4,11.6,météo favorable,20:00:00,07:56:00,10
2022-09-25,18,9,25,9,18,15,0.1,94,10,1017,45.375,18,10,7,113,176,116,0,4,8.8,météo favorable,19:58:00,07:57:00,9
2022-09-26,18,8,31,8,18,16,0.5,87,9.875,1016,55.375,18,13,7,113,116,176,0,4,8.8,météo correcte,19:56:00,07:58:00,8
2022-09-27,19,10,29,10,19,19,0,77,10,1012,55.75,19,10,9,116,116,116,0,5,8.7,météo correcte,19:54:00,08:00:00,12
2022-09-28,17,12,28,16,15,16,0.5,89,10,1006,84.25,17,14,13,176,176,116,0,4,7.2,météo défavorable,19:52:00,08:01:00,15
2022-09-29,18,8,17,8,18,17,0,91,10,1011,46.5,18,9,6,113,119,119,0,4,8.7,météo correcte,19:50:00,08:02:00,9
2022-09-30,21,7,16,7,18,16,0,95,8,1013,32.625,21,10,5,143,113,116,0,3,11.5,météo favorable,19:48:00,08:03:00,9
2022-10-01,19,14,37,17,19,17,2.2,94,8.875,1021,67.625,19,16,16,296,116,122,0,4,10.1,météo défavorable,18:46:00,07:05:00,16
2022-10-02,21,13,33,17,21,20,0,94,10,1025,51.875,24,17,17,116,119,113,0,4,8.6,météo correcte,18:44:00,07:06:00,16
2022-10-03,24,14,16,14,21,19,0,98,6.25,1024,56.375,25,15,14,248,116,113,0,4,11.3,météo correcte,18:42:00,07:08:00,14
2022-10-04,24,11,15,11,20,17,0,95,9,1020,12.75,25,13,11,143,113,113,0,5,11.3,météo favorable,18:40:00,07:09:00,12
2022-10-05,25,12,30,12,25,19,0,94,10,1028,14.875,26,15,11,113,113,116,0,5,11.3,météo favorable,18:38:00,07:10:00,12
2022-10-06,21,8,11,8,18,18,0,89,10,1033,4.125,21,8,7,113,113,113,0,5,11.2,météo favorable,18:36:00,07:12:00,9
2022-10-07,21,9,11,9,20,17,0,75,10,1029,9.75,23,6,7,113,113,113,0,5,11.2,météo favorable,18:34:00,07:13:00,10
2022-10-08,22,9,11,9,18,20,0,93,10,1026,7.625,24,10,8,113,116,113,0,5,11.2,météo favorable,18:32:00,07:15:00,10
2022-10-09,23,8,15,8,20,19,0,84,10,1023,15.125,23,7,6,113,113,113,0,5,10.1,météo favorable,18:30:00,07:16:00,9
2022-10-10,23,14,10,14,19,20,0,98,8.75,1023,47,25,14,13,248,119,116,0,5,8.6,météo correcte,18:28:00,07:17:00,14
2022-10-11,23,13,14,13,20,20,0,81,10,1024,41.875,24,12,11,116,113,113,0,4,11.1,météo favorable,18:26:00,07:19:00,13
2022-10-12,24,10,8,10,20,18,0,65,10,1025,18.875,24,7,9,116,113,113,0,5,11,météo favorable,18:24:00,07:20:00,11
2022-10-13,17,11,22,12,15,17,4,92,8.75,1024,71.875,17,16,12,116,266,296,0,4,5.5,météo défavorable,18:22:00,07:22:00,11
2022-10-14,18,14,10,14,16,17,0.3,97,6.75,1018,99.125,18,17,14,248,143,176,0,4,5.5,météo défavorable,18:21:00,07:23:00,16
2022-10-15,18,14,27,16,18,17,0,87,10,1015,75.625,18,16,16,116,122,116,0,4,8.5,météo défavorable,18:19:00,07:25:00,18
2022-10-16,23,14,19,14,21,20,2.3,93,8.875,1012,71.25,25,15,13,266,119,119,0,4,7,météo défavorable,18:17:00,07:26:00,14
2022-10-17,19,15,3,15,18,18,1.9,96,9.875,1022,54,19,16,15,116,353,116,0,5,7,météo correcte,18:15:00,07:27:00,15
2022-10-18,25,14,20,14,22,22,0.5,97,6.75,1024,47.75,26,17,13,143,113,116,0,4,10.8,météo favorable,18:13:00,07:29:00,15
2022-10-19,28,17,27,17,25,23,0,84,10,1017,13.5,29,16,17,113,113,113,0,6,10.8,météo idéale,18:11:00,07:30:00,17
2022-10-20,25,13,30,13,22,21,0.5,96,9,1012,48.625,26,14,12,143,113,119,0,4,10,météo favorable,18:10:00,07:32:00,14
2022-10-21,20,14,42,14,20,17,0.1,90,10,1012,49.25,20,14,13,176,122,116,0,5,10,météo correcte,18:08:00,07:33:00,15
2022-10-22,23,13,23,13,21,21,0.2,93,10,1014,26.625,25,15,12,116,113,113,0,4,10.7,météo favorable,18:06:00,07:35:00,14
2022-10-23,23,16,42,16,23,19,1.3,87,9.875,1007,60.25,25,14,16,176,113,200,0,4,8.5,météo correcte,18:04:00,07:36:00,20
2022-10-24,20,14,33,16,19,16,0.6,82,9.875,1015,66.5,20,14,16,116,176,176,0,4,8.5,météo défavorable,18:03:00,07:38:00,16
2022-10-25,21,13,23,13,20,19,0,94,8,1016,46,24,14,12,122,113,122,0,4,10,météo favorable,18:01:00,07:39:00,13
2022-10-26,24,15,20,15,22,19,0,94,10,1017,25.75,25,14,14,113,116,116,0,5,8.7,météo favorable,17:59:00,07:41:00,16
2022-10-27,24,15,20,15,22,21,0,78,10,1017,37.125,25,13,15,113,116,116,0,5,8.7,météo favorable,17:58:00,07:42:00,15
2022-10-28,24,17,17,17,23,20,0,82,10,1020,17.625,25,15,17,113,113,113,0,6,8.7,météo idéale,17:56:00,07:44:00,19
2022-10-29,24,15,27,18,24,18,0,66,10,1018,38.875,25,15,18,116,113,113,0,6,7.1,météo favorable,17:55:00,07:45:00,18
2022-10-30,19,13,9,15,15,16,1.2,94,8,1019,70,19,14,14,122,266,113,0,4,3.8,météo défavorable,17:53:00,07:46:00,15
2022-10-31,20,11,17,11,17,16,0.2,92,10,1020,40,20,13,9,113,116,176,0,4,8.7,météo favorable,17:51:00,07:48:00,11
2022-11-01,18,12,33,12,17,16,0.2,72,10,1022,68.625,18,12,10,116,119,176,0,4,5.4,météo défavorable,17:50:00,07:49:00,14
2022-11-02,17,10,26,10,17,15,0,83,10,1024,51.5,17,12,9,116,119,119,0,4,7,météo correcte,17:48:00,07:51:00,10
2022-11-03,15,11,32,13,15,13,5.4,89,9.625,1018,68.5,15,12,11,176,353,176,0,4,3.7,météo défavorable,17:47:00,07:52:00,13
2022-11-04,14,10,33,12,14,13,0.4,76,10,1020,61.625,14,9,8,176,176,113,0,3,5.4,météo correcte,17:46:00,07:54:00,12
2022-11-05,16,8,18,8,13,13,0,88,10,1022,60,16,10,7,119,116,122,0,4,5.4,météo correcte,17:44:00,07:55:00,8
2022-11-06,17,12,32,12,17,14,4,95,9.625,1017,80.25,17,13,10,296,176,176,0,4,3.7,météo défavorable,17:43:00,07:57:00,12
2022-11-07,18,13,29,13,17,14,0.3,85,10,1015,54.375,18,11,11,176,116,113,0,5,7,météo favorable,17:41:00,07:58:00,13
2022-11-08,16,14,33,16,16,15,0.1,77,10,1011,76.25,16,11,15,122,122,176,0,5,3.5,météo défavorable,17:40:00,08:00:00,15
2022-11-09,16,11,18,11,16,12,0.3,91,9.875,1021,43.375,16,10,10,176,176,113,0,3,8.7,météo correcte,17:39:00,08:01:00,12
2022-11-10,18,10,15,10,16,13,0,93,10,1027,18.875,18,11,9,113,116,113,0,4,8.7,météo favorable,17:37:00,08:03:00,10
2022-11-11,17,9,11,9,15,14,0,90,10,1028,30.5,17,9,7,113,116,113,0,4,5.2,météo correcte,17:36:00,08:04:00,9
2022-11-12,23,11,21,11,20,16,0,93,10,1027,14.875,25,14,10,113,113,113,0,5,8.7,météo favorable,17:35:00,08:06:00,11
2022-11-13,23,12,17,12,22,16,0,86,9,1022,5.625,25,14,11,113,113,113,0,5,8.7,météo favorable,17:34:00,08:07:00,13
2022-11-14,16,10,22,14,15,12,0.1,91,10,1018,44,16,12,10,176,116,113,0,4,8.7,météo correcte,17:32:00,08:08:00,14
2022-11-15,15,11,34,12,14,13,3.3,93,9.75,1011,76.125,15,12,9,122,296,176,0,4,5.2,météo défavorable,17:31:00,08:10:00,11
2022-11-16,15,12,41,12,14,14,5.1,91,9.75,1004,89.125,15,14,9,353,353,296,0,3,3.4,météo défavorable,17:30:00,08:11:00,12
2022-11-17,15,11,38,13,15,12,1.3,81,9.5,1007,65.25,15,11,9,176,176,176,0,3,5.2,météo défavorable,17:29:00,08:13:00,13
2022-11-18,13,8,8,9,12,10,2,93,9,1013,72.75,13,8,8,353,353,119,0,3,5.2,météo défavorable,17:28:00,08:14:00,8
2022-11-19,11,5,11,5,10,8,0,91,10,1018,40.875,11,5,3,113,113,119,0,3,8.7,météo très défavorable,17:27:00,08:16:00,5
2022-11-20,12,6,30,9,12,12,1,84,9.75,1016,62.875,12,8,6,176,176,176,0,4,3.4,météo défavorable,17:26:00,08:17:00,8
2022-11-21,13,8,32,9,10,11,2.1,94,8,1017,81.25,13,11,5,119,266,176,0,4,3.4,météo défavorable,17:25:00,08:18:00,8
2022-11-22,13,7,29,8,13,9,0.5,73,10,1010,63.75,13,6,5,176,113,122,0,3,6.9,météo correcte,17:24:00,08:20:00,7
2022-11-23,16,9,29,10,16,12,2.1,94,10,1014,67,16,12,8,176,299,113,0,3,5.2,météo défavorable,17:24:00,08:21:00,10
2022-11-24,14,9,26,9,13,12,4.9,92,9.875,1013,77.75,14,11,8,353,119,353,0,3,3.4,météo défavorable,17:23:00,08:23:00,10
2022-11-25,14,8,18,9,13,10,1.2,90,9.875,1026,61.625,14,9,7,176,353,176,0,4,3.4,météo correcte,17:22:00,08:24:00,10
2022-11-26,14,8,20,8,12,10,0,93,10,1029,65.625,14,10,6,119,122,119,0,4,3.4,météo défavorable,17:21:00,08:25:00,8
2022-11-27,14,11,24,11,13,13,0.9,84,9,1023,88.5,14,12,9,119,176,353,0,4,3.4,météo défavorable,17:21:00,08:27:00,11
2022-11-28,13,8,21,10,13,9,1.9,84,9.75,1020,32.25,13,8,6,353,113,113,0,3,8.7,météo correcte,17:20:00,08:28:00,10
2022-11-29,12,7,16,7,12,9,0,88,10,1021,37.375,12,7,5,119,113,113,0,2,6.9,météo défavorable,17:20:00,08:29:00,9
2022-11-30,10,4,15,4,9,7,0,94,10,1021,10.625,10,5,1,113,113,113,0,3,8.7,météo très défavorable,17:19:00,08:30:00,5
2022-12-01,9,3,21,3,9,5,0,97,7,1025,30.25,9,4,-1,143,113,116,0,3,6.9,météo très défavorable,17:19:00,08:32:00,3
2022-12-02,8,1,21,1,6,5,0,95,8,1024,31.75,8,2,-3,143,116,119,0,2,8.7,météo très défavorable,17:18:00,08:33:00,2
2022-12-03,4,-1,21,-1,4,4,0,93,10,1019,62.25,4,0,-6,116,122,122,0,2,3.3,météo très défavorable,17:18:00,08:34:00,0
2022-12-04,5,1,13,2,3,3,0,89,10,1013,84,5,1,-3,116,122,119,0,1,3.3,météo très défavorable,17:17:00,08:35:00,4
2022-12-05,9,4,16,5,8,5,0,86,10,1019,70.125,9,3,2,122,122,122,0,2,5.1,météo très défavorable,17:17:00,08:36:00,5
2022-12-06,8,1,22,2,7,6,0,95,10,1020,15.375,8,5,-3,116,113,113,0,2,8.7,météo très défavorable,17:17:00,08:37:00,1
2022-12-07,8,1,18,3,7,4,0,95,10,1021,28.75,8,2,-3,113,113,113,0,2,8.7,météo très défavorable,17:17:00,08:38:00,4
2022-12-08,9,0,19,-0,8,2,0,81,10,1017,12.125,9,2,-4,113,113,113,0,2,8.7,météo très défavorable,17:16:00,08:40:00,1
2022-12-09,8,-2,21,-1,6,1,0,92,10,1008,2.25,8,1,-6,113,113,113,0,2,8.7,météo très défavorable,17:16:00,08:41:00,-1
2022-12-10,6,-2,9,-2,4,2,0,91,10,1013,23.875,6,0,-5,113,113,116,0,2,8.7,météo très défavorable,17:16:00,08:42:00,-2
2022-12-11,6,-2,8,-2,4,2,0,88,10,1014,13.625,6,0,-5,113,113,113,0,1,8.7,météo très défavorable,17:16:00,08:42:00,-2
2022-12-12,5,-1,14,-0,4,3,0.2,91,10,1011,70.5,5,0,-3,116,122,122,0,2,5.1,météo très défavorable,17:16:00,08:43:00,0
2022-12-13,6,-2,19,-1,3,2,0,64,9.875,1005,40.5,6,0,-7,113,113,122,0,2,8.7,météo très défavorable,17:16:00,08:44:00,-1
2022-12-14,15,9,18,10,14,11,1.9,96,8.875,998,64.25,15,12,8,353,176,353,0,3,5.1,météo correcte,17:17:00,08:45:00,10
2022-12-15,2,0,30,0,1,2,0.3,90,10,1010,97.875,2,0,-6,311,122,122,0,1,3.3,météo très défavorable,17:17:00,08:46:00,1
2022-12-16,6,-2,21,-1,6,-0,0,89,10,1022,14.625,6,0,-7,113,113,113,0,2,8.7,météo très défavorable,17:17:00,08:47:00,-2
2022-12-17,6,-3,22,-3,3,-1,0,93,10,1022,10.5,6,0,-8,113,113,113,0,2,8.7,météo très défavorable,17:17:00,08:47:00,-3
2022-12-18,10,-3,23,-1,7,9,1.6,89,8.875,1022,67.75,10,9,-5,122,116,266,0,3,5.1,météo très défavorable,17:18:00,08:48:00,-2
2022-12-19,13,9,33,9,13,13,0.6,87,8,1016,71.75,13,10,5,116,122,176,0,3,3.3,météo défavorable,17:18:00,08:49:00,9
2022-12-20,14,12,33,13,13,14,1.5,88,8,1014,81.25,14,12,9,116,122,176,0,3,5.1,météo défavorable,17:18:00,08:49:00,13
2022-12-21,12,8,14,8,11,10,1.2,94,9.875,1020,71.625,12,9,6,116,176,116,0,2,5.1,météo défavorable,17:19:00,08:50:00,8
2022-12-22,15,12,30,13,14,15,6,97,9.5,1017,97.75,15,14,10,122,353,296,0,3,3.3,météo défavorable,17:19:00,08:50:00,12
2022-12-23,14,13,40,14,14,13,1.6,92,9.875,1014,89.5,14,13,11,176,296,176,0,3,3.3,météo défavorable,17:20:00,08:51:00,14
2022-12-24,12,10,19,11,12,11,0.6,94,9,1018,95.125,12,10,8,353,122,143,0,3,3.3,météo défavorable,17:21:00,08:51:00,11
2022-12-25,15,9,40,10,15,9,0.6,94,8.375,1020,59.625,15,11,7,263,116,113,0,3,5.1,météo correcte,17:21:00,08:52:00,10
2022-12-26,10,6,13,9,9,8,2.7,95,8.875,1032,52.875,10,10,5,353,116,113,0,2,8.7,météo défavorable,17:22:00,08:52:00,10
2022-12-27,10,3,19,3,7,8,0.1,78,10,1032,47.75,10,8,-0,113,119,122,0,3,6.9,météo très défavorable,17:23:00,08:52:00,4
2022-12-28,12,7,35,7,12,12,0.6,95,10,1025,57.125,12,11,5,113,116,353,0,4,6.9,météo défavorable,17:23:00,08:52:00,7
2022-12-29,12,8,18,10,12,9,0.6,92,10,1012,72.125,12,11,8,176,176,176,0,3,3.3,météo défavorable,17:24:00,08:53:00,11
2022-12-30,15,7,47,11,14,15,3.5,95,9.75,1015,86.875,15,13,7,122,296,353,0,4,3.3,météo défavorable,17:25:00,08:53:00,8
2022-12-31,17,14,32,15,17,15,0.3,84,10,1015,36.375,17,13,13,353,113,113,0,4,8.7,météo correcte,17:26:00,08:53:00,15
