DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-06-28,17,9,14,13,17,17,5.7,85,9.375,1016,65.625,17,12,11,119,176,353,0,5,12.9,météo défavorable,21:06:00,05:13:00,12
2021-06-29,19,12,23,13,17,18,3.7,93,10,1016,64.625,19,13,12,353,353,353,0,5,12.9,météo correcte,21:06:00,05:13:00,12
2021-06-30,21,13,18,14,20,20,2.1,90,10,1018,68.375,23,15,13,116,176,353,0,4,13.8,météo défavorable,21:06:00,05:14:00,13
2021-07-01,26,13,9,14,24,24,0.1,89,10,1019,26.5,26,13,13,116,116,116,0,5,15.9,météo favorable,21:06:00,05:14:00,13
2021-07-02,27,16,9,18,25,24,0.3,85,9.875,1020,26.625,27,15,18,116,116,116,0,6,15.9,météo favorable,21:06:00,05:15:00,16
2021-07-03,23,17,19,17,22,21,0,73,10,1016,79.375,25,15,17,119,122,119,0,5,11.9,météo défavorable,21:05:00,05:16:00,17
2021-07-04,20,15,32,15,18,18,7.3,93,8.625,1014,71.625,20,15,15,353,353,116,0,4,14.7,météo défavorable,21:05:00,05:16:00,16
2021-07-05,24,16,30,18,22,24,8.6,93,9.25,1014,70.5,25,16,18,302,353,116,0,5,14.7,météo défavorable,21:05:00,05:17:00,17
2021-07-06,21,15,36,16,20,19,0.5,79,9.875,1012,61,21,14,16,116,116,119,0,5,14.6,météo correcte,21:04:00,05:18:00,15
2021-07-07,21,14,19,15,21,20,2.8,94,8.75,1020,60.875,24,14,15,143,353,116,0,4,14.6,météo correcte,21:04:00,05:19:00,14
2021-07-08,21,13,20,14,20,20,0.7,93,7.625,1024,61.875,23,13,14,143,353,176,0,4,13.7,météo correcte,21:03:00,05:19:00,13
2021-07-09,22,13,18,14,21,20,0.1,92,7.625,1024,45.625,24,13,14,143,176,116,0,4,15.6,météo favorable,21:03:00,05:20:00,13
2021-07-10,22,14,21,15,21,20,0,77,9.375,1020,27.5,25,14,15,116,116,116,0,5,15.8,météo favorable,21:02:00,05:21:00,14
2021-07-11,24,13,14,14,23,21,0,92,7.625,1018,35,25,14,14,143,116,116,0,4,15.8,météo favorable,21:01:00,05:22:00,13
2021-07-12,20,15,24,16,20,18,0.1,93,9,1015,55.125,20,15,16,143,116,116,0,5,14.6,météo correcte,21:01:00,05:23:00,15
2021-07-13,21,12,24,13,19,20,5.9,93,9.5,1017,79.125,23,15,12,119,353,353,0,4,11.8,météo défavorable,21:00:00,05:24:00,12
2021-07-14,23,13,18,14,23,23,1.2,94,8.75,1020,52.625,25,14,14,143,119,353,0,5,11.6,météo correcte,20:59:00,05:25:00,13
2021-07-15,26,15,17,16,24,24,0,88,10,1022,36,26,15,16,116,116,116,0,6,12.5,météo favorable,20:58:00,05:26:00,15
2021-07-16,26,15,21,16,24,25,0,90,8,1024,13.5,26,15,16,143,116,116,0,6,14.5,météo favorable,20:57:00,05:27:00,15
2021-07-17,28,14,26,15,26,27,0,82,10,1026,0.75,28,15,14,113,113,113,0,6,14.5,météo idéale,20:57:00,05:28:00,14
2021-07-18,30,17,26,17,27,29,0,90,10,1023,3.25,29,16,17,116,113,113,0,7,14.5,météo idéale,20:56:00,05:29:00,17
2021-07-19,30,17,26,18,28,29,0,90,10,1020,3.375,29,16,18,116,116,116,0,7,14.5,météo favorable,20:55:00,05:30:00,17
2021-07-20,30,18,25,18,27,28,0,80,10,1019,0.625,29,15,18,113,113,113,0,6,14.5,météo idéale,20:54:00,05:31:00,18
2021-07-21,32,18,23,18,29,31,0,78,10,1020,6.625,31,15,18,113,116,116,0,7,14.5,météo favorable,20:53:00,05:32:00,18
2021-07-22,33,18,26,18,30,32,0,76,10,1020,6.5,31,13,18,116,116,116,0,7,14.5,météo favorable,20:52:00,05:33:00,18
2021-07-23,26,18,29,19,26,22,2,79,9.25,1014,43.75,27,18,19,116,176,116,0,6,12.5,météo favorable,20:50:00,05:35:00,21
2021-07-24,23,16,37,17,23,20,2.8,89,8,1011,66.5,25,16,17,143,353,353,0,6,9.5,météo défavorable,20:49:00,05:36:00,16
2021-07-25,24,17,24,17,24,22,7.5,93,9.875,1012,59.375,25,16,17,353,176,353,0,5,12.5,météo correcte,20:48:00,05:37:00,17
2021-07-26,25,15,23,16,24,22,0.1,92,7.25,1015,36.75,26,16,16,143,116,116,0,5,14.5,météo favorable,20:47:00,05:38:00,15
2021-07-27,24,16,25,17,23,21,1.7,94,9,1016,43.5,25,16,17,353,176,116,0,6,12.5,météo favorable,20:46:00,05:39:00,16
2021-07-28,23,14,24,15,23,21,0,89,10,1016,28.75,25,14,15,116,116,116,0,6,14.5,météo favorable,20:44:00,05:40:00,14
2021-07-29,23,13,20,14,22,20,0,87,10,1016,31,24,13,14,116,116,116,0,5,14.5,météo favorable,20:43:00,05:42:00,13
2021-07-30,23,14,23,16,22,22,2.6,83,10,1015,68.125,25,16,16,116,353,176,0,6,9.4,météo défavorable,20:42:00,05:43:00,14
2021-07-31,23,13,22,14,22,20,1.4,91,8.875,1015,52.125,25,13,14,143,119,176,0,5,11.4,météo correcte,20:40:00,05:44:00,13
2021-08-01,22,12,24,13,22,20,0.1,90,9,1015,39.625,25,13,13,143,116,176,0,5,12.4,météo favorable,20:39:00,05:45:00,12
2021-08-02,23,14,23,14,22,21,0.4,93,8,1017,43.75,25,13,14,143,176,116,0,5,12.4,météo favorable,20:38:00,05:47:00,14
2021-08-03,21,13,18,13,21,15,1.5,85,8.75,1015,55.25,22,13,13,116,116,263,0,4,11.4,météo correcte,20:36:00,05:48:00,14
2021-08-04,23,15,23,16,21,22,2.1,90,10,1014,78.25,25,15,16,353,353,353,0,6,9.3,météo défavorable,20:35:00,05:49:00,16
2021-08-05,19,14,28,15,18,17,2.2,86,8.875,1016,66.875,19,16,15,116,176,266,0,5,10.3,météo défavorable,20:33:00,05:50:00,14
2021-08-06,22,15,26,16,21,20,1.2,91,10,1009,66.625,24,15,16,176,353,176,0,4,10.3,météo défavorable,20:32:00,05:52:00,16
2021-08-07,21,13,34,14,21,19,3.4,93,10,1011,62.25,23,14,13,176,353,176,0,5,10.3,météo correcte,20:30:00,05:53:00,13
2021-08-08,21,14,26,14,21,19,0.2,87,9.875,1018,56.375,23,12,13,116,116,119,0,5,11.3,météo correcte,20:29:00,05:54:00,14
2021-08-09,23,14,22,15,22,21,0,90,10,1018,51.75,25,13,15,119,122,116,0,5,12.4,météo correcte,20:27:00,05:55:00,14
2021-08-10,26,14,14,15,24,24,0,93,7.625,1019,32.125,26,14,15,143,116,116,0,5,14.5,météo favorable,20:25:00,05:57:00,14
2021-08-11,29,14,9,15,26,26,0,90,10,1020,5.25,28,14,15,116,116,116,0,6,14.5,météo favorable,20:24:00,05:58:00,14
2021-08-12,29,17,15,17,28,26,0,80,10,1021,24.5,28,14,17,116,116,113,0,6,13.4,météo favorable,20:22:00,05:59:00,17
2021-08-13,30,15,12,15,27,27,0,96,8,1023,10.875,29,15,14,143,116,113,0,6,14.2,météo favorable,20:21:00,06:00:00,15
2021-08-14,33,16,12,16,30,32,0,62,10,1023,1.125,32,11,16,116,113,116,0,7,11.6,météo idéale,20:19:00,06:02:00,16
2021-08-15,28,18,25,18,28,24,0,67,10,1019,6.375,28,13,18,116,116,116,0,6,11.6,météo favorable,20:17:00,06:03:00,18
2021-08-16,26,15,18,15,23,23,0.4,92,10,1023,48.875,26,14,15,176,122,116,0,6,10.5,météo correcte,20:15:00,06:04:00,16
2021-08-17,23,11,16,12,22,22,0,90,8,1024,57.125,25,13,11,143,119,122,0,5,7,météo correcte,20:14:00,06:06:00,11
2021-08-18,25,12,14,12,23,23,0,92,9,1023,8,25,13,12,143,113,116,0,6,11.6,météo favorable,20:12:00,06:07:00,12
2021-08-19,24,16,8,16,22,24,0,83,10,1019,46.75,25,14,16,116,122,116,0,6,9.3,météo correcte,20:10:00,06:08:00,16
2021-08-20,29,14,14,14,27,26,0,80,10,1016,25.25,28,14,13,116,122,116,0,6,10.4,météo correcte,20:08:00,06:09:00,14
2021-08-21,24,17,19,17,24,21,0.9,82,10,1016,44.75,25,17,17,116,116,176,0,6,9.3,météo favorable,20:07:00,06:11:00,17
2021-08-22,25,14,21,14,23,22,0,95,6.5,1023,21.375,25,15,14,143,116,116,0,5,11.6,météo favorable,20:05:00,06:12:00,15
2021-08-23,25,13,19,13,24,25,0,96,8,1025,47.5,26,13,12,143,116,116,0,6,8.1,météo favorable,20:03:00,06:13:00,13
2021-08-24,27,14,24,14,23,26,0,86,10,1023,18.625,26,14,13,116,119,116,0,6,11.6,météo correcte,20:01:00,06:15:00,15
2021-08-25,28,14,27,14,25,27,0,71,10,1020,4.25,27,9,12,116,113,116,0,6,11.6,météo favorable,19:59:00,06:16:00,15
2021-08-26,32,13,24,13,28,29,0,79,10,1019,1.5,31,13,12,116,113,113,0,6,11.6,météo favorable,19:58:00,06:17:00,15
2021-08-27,28,9,20,9,24,27,0,94,10,1021,1.375,27,9,7,116,113,113,0,6,11.6,météo favorable,19:56:00,06:19:00,12
2021-08-28,26,10,26,10,23,25,0,91,10,1022,4.375,26,11,8,113,116,116,0,5,11.6,météo favorable,19:54:00,06:20:00,12
2021-08-29,26,11,24,11,21,25,0,97,10,1023,19,26,11,9,116,116,116,0,5,11.6,météo favorable,19:52:00,06:21:00,14
2021-08-30,26,11,26,11,24,25,0,90,10,1020,21.75,26,11,9,116,116,116,0,6,11.6,météo favorable,19:50:00,06:23:00,12
2021-08-31,29,14,26,14,27,28,0,91,10,1023,11.125,28,13,13,116,116,116,0,6,11.6,météo favorable,19:48:00,06:24:00,16
2021-09-01,31,13,29,13,28,29,0,86,10,1023,2.125,30,11,11,116,113,116,0,6,11.6,météo favorable,19:46:00,06:25:00,15
2021-09-02,33,14,28,14,30,31,0,84,10,1020,3,32,11,12,113,116,116,0,7,11.6,météo favorable,19:44:00,06:27:00,16
2021-09-03,31,15,22,15,31,26,0,78,10,1017,19.875,31,16,14,116,116,116,0,6,11.6,météo favorable,19:42:00,06:28:00,16
2021-09-04,30,15,18,15,29,26,0,91,10,1016,21.875,29,15,15,116,116,116,0,6,11.6,météo favorable,19:40:00,06:29:00,16
2021-09-05,33,16,8,16,32,30,0,83,10,1017,15.625,33,15,16,116,116,116,0,7,11.6,météo favorable,19:38:00,06:30:00,17
2021-09-06,37,19,18,19,35,34,0,69,10,1019,4.875,36,14,19,116,116,116,0,7,11.6,météo favorable,19:36:00,06:32:00,20
2021-09-07,35,20,28,20,34,35,0,59,10,1018,15,34,15,20,116,116,116,0,7,11.6,météo favorable,19:34:00,06:33:00,22
2021-09-08,28,17,12,18,24,20,1.9,92,8.625,1012,73.5,29,18,18,176,176,176,0,5,9,météo défavorable,19:32:00,06:34:00,19
2021-09-09,25,17,26,17,25,23,0.1,97,7.75,1014,59.625,26,17,17,248,119,119,0,6,6.5,météo correcte,19:30:00,06:36:00,17
2021-09-10,26,16,22,16,25,23,0.2,98,6.25,1018,59.875,26,16,16,248,116,116,0,5,11.6,météo correcte,19:28:00,06:37:00,17
2021-09-11,27,15,18,15,23,25,0,94,10,1020,21.5,27,15,15,116,116,116,0,6,11.6,météo favorable,19:26:00,06:38:00,15
2021-09-12,29,13,6,13,27,27,0,77,10,1018,17.25,28,13,13,116,116,116,0,6,11.6,météo favorable,19:24:00,06:40:00,14
2021-09-13,34,15,16,15,30,31,0,59,10,1015,11.5,33,11,15,116,116,116,0,7,11.6,météo favorable,19:22:00,06:41:00,16
2021-09-14,30,18,15,20,26,24,1.4,82,9.5,1014,62.125,30,17,20,176,116,176,0,5,10.3,météo correcte,19:20:00,06:42:00,18
2021-09-15,28,15,16,15,25,25,0,87,10,1014,38.875,27,13,14,116,116,116,0,6,10.3,météo favorable,19:18:00,06:44:00,16
2021-09-16,28,12,10,12,23,25,0,83,10,1020,9,28,11,11,116,116,116,0,6,11.6,météo favorable,19:16:00,06:45:00,13
2021-09-17,24,13,24,13,23,19,0.2,94,9,1018,26.375,25,15,12,116,116,116,0,5,11.6,météo favorable,19:14:00,06:46:00,13
2021-09-18,22,13,21,13,19,20,1.6,93,9.75,1016,55.375,24,16,12,176,176,116,0,4,10.3,météo correcte,19:12:00,06:48:00,15
2021-09-19,22,12,19,12,19,19,0.4,90,10,1018,56.5,24,13,11,176,116,116,0,4,11.6,météo correcte,19:10:00,06:49:00,14
2021-09-20,19,10,23,10,17,19,0.2,96,9,1023,65.25,19,13,8,116,176,119,0,4,7.6,météo défavorable,19:08:00,06:50:00,11
2021-09-21,27,11,21,11,25,23,0,94,9,1029,8.375,26,11,9,116,113,116,0,6,11.6,météo favorable,19:06:00,06:52:00,12
2021-09-22,24,10,16,10,24,23,0,80,10,1028,1.75,25,10,8,113,116,116,0,5,11.6,météo favorable,19:04:00,06:53:00,11
2021-09-23,29,11,13,11,23,25,0,75,10,1024,2.75,27,8,9,113,116,116,0,6,11.6,météo favorable,19:02:00,06:54:00,12
2021-09-24,29,12,11,12,24,27,0,95,8,1021,4.375,27,12,10,143,113,113,0,6,11.6,météo favorable,19:00:00,06:56:00,12
2021-09-25,25,15,14,15,25,25,0,66,10,1016,26.625,26,15,14,116,116,116,0,6,11.6,météo favorable,18:58:00,06:57:00,16
2021-09-26,23,15,24,15,20,20,0.1,98,8.75,1017,75,25,16,15,248,116,116,0,4,10.2,météo défavorable,18:56:00,06:58:00,16
2021-09-27,22,14,21,15,20,19,1.5,87,9.75,1026,56.875,24,16,15,176,116,116,0,4,11.5,météo correcte,18:54:00,07:00:00,18
2021-09-28,20,12,22,12,19,18,0,82,10,1025,34.125,20,11,11,116,116,116,0,5,10.1,météo favorable,18:52:00,07:01:00,12
2021-09-29,20,12,15,12,17,17,0.8,92,10,1030,40.625,20,13,10,176,116,116,0,4,11.5,météo favorable,18:49:00,07:03:00,14
2021-09-30,20,8,20,8,17,18,0,68,10,1032,8.5,20,9,7,116,116,116,0,4,11.4,météo favorable,18:47:00,07:04:00,8
2021-10-01,18,11,26,12,16,17,1.1,84,9,1024,59.125,18,16,10,116,353,353,0,5,7.2,météo correcte,18:45:00,07:05:00,11
2021-10-02,18,12,46,13,16,18,8.9,94,8.5,1017,89.125,18,17,12,122,353,353,0,5,5.7,météo défavorable,18:43:00,07:07:00,12
2021-10-03,18,12,24,12,17,17,8.1,83,8.875,1013,55.25,18,15,10,263,176,116,0,4,10.1,météo correcte,18:41:00,07:08:00,15
2021-10-04,19,11,24,11,18,17,0.9,90,9.75,1016,63.25,19,13,9,176,176,176,0,5,5.7,météo correcte,18:39:00,07:09:00,11
2021-10-05,17,11,28,14,17,16,2.3,85,10,1018,52.75,17,13,12,353,116,176,0,5,8.6,météo correcte,18:37:00,07:11:00,14
2021-10-06,18,9,13,9,16,16,0,92,10,1027,9.625,18,11,7,116,116,113,0,4,11.2,météo favorable,18:35:00,07:12:00,9
2021-10-07,20,9,15,9,17,15,0,87,10,1028,4.625,20,9,7,116,116,116,0,4,11.2,météo favorable,18:33:00,07:14:00,9
2021-10-08,22,10,19,10,20,17,0,73,10,1028,17.875,24,10,9,116,113,113,0,5,11.2,météo favorable,18:32:00,07:15:00,12
2021-10-09,22,10,19,10,21,18,0,90,10,1026,1.625,25,13,8,116,113,113,0,5,11.1,météo favorable,18:30:00,07:16:00,11
2021-10-10,22,9,17,9,20,16,0,87,10,1026,9.75,24,11,7,113,113,116,0,5,11.1,météo favorable,18:28:00,07:18:00,10
2021-10-11,20,8,19,8,20,18,0,89,10,1028,4.25,20,12,6,113,113,116,0,5,11.1,météo favorable,18:26:00,07:19:00,9
2021-10-12,20,7,17,7,16,15,0,93,10,1028,11.5,20,8,5,116,116,116,0,4,11,météo favorable,18:24:00,07:21:00,8
2021-10-13,18,8,16,8,16,15,0,93,10,1028,36,18,10,7,113,119,119,0,4,7,météo correcte,18:22:00,07:22:00,9
2021-10-14,20,7,18,7,18,15,0,76,10,1028,0.375,20,6,5,113,113,113,0,4,11,météo favorable,18:20:00,07:24:00,8
2021-10-15,18,9,9,9,15,15,0,64,10,1021,31.625,18,8,8,116,116,113,0,4,10.1,météo favorable,18:18:00,07:25:00,9
2021-10-16,21,10,11,10,19,16,0,83,10,1021,2.375,21,9,10,113,113,113,0,5,10.9,météo favorable,18:16:00,07:26:00,10
2021-10-17,20,9,11,9,17,17,0,79,10,1020,27.25,20,8,8,116,113,113,0,4,10.1,météo favorable,18:15:00,07:28:00,10
2021-10-18,20,11,15,11,17,16,0.2,74,9.375,1021,51.5,20,13,10,116,122,122,0,5,8.5,météo correcte,18:13:00,07:29:00,11
2021-10-19,25,15,23,15,23,19,0,94,10,1020,20.625,26,16,14,113,113,113,0,4,10.8,météo idéale,18:11:00,07:31:00,16
2021-10-20,21,15,38,17,21,18,0.2,92,9.875,1015,42.5,21,15,17,119,113,176,0,5,8.5,météo favorable,18:09:00,07:32:00,17
2021-10-21,16,9,30,10,16,12,1.1,80,10,1020,42.625,16,11,9,113,116,353,0,3,8.5,météo correcte,18:07:00,07:34:00,12
2021-10-22,14,5,12,6,14,12,0,72,10,1029,33.625,14,5,5,119,113,119,0,4,8.5,météo correcte,18:06:00,07:35:00,5
2021-10-23,15,6,15,6,14,12,0,86,10,1028,4.375,15,5,4,113,113,113,0,4,10.7,météo correcte,18:04:00,07:37:00,6
2021-10-24,20,6,22,6,20,14,0,72,10,1023,31.5,20,12,4,113,113,122,0,4,10,météo favorable,18:02:00,07:38:00,7
2021-10-25,18,11,17,11,18,13,0.1,95,8,1024,33.625,18,12,10,143,116,113,0,3,10.6,météo favorable,18:01:00,07:39:00,12
2021-10-26,18,11,13,11,17,14,0,95,8,1025,34.5,18,11,10,143,116,116,0,3,5.4,météo favorable,17:59:00,07:41:00,11
2021-10-27,19,11,14,11,18,16,0,93,9,1024,12,19,11,10,113,113,113,0,4,8.7,météo favorable,17:57:00,07:42:00,11
2021-10-28,22,9,23,9,20,17,0,78,10,1019,2.625,24,14,7,113,113,113,0,5,8.7,météo favorable,17:56:00,07:44:00,10
2021-10-29,17,11,29,13,17,12,2.6,92,9.75,1007,67.25,17,12,11,122,353,176,0,4,3.8,météo défavorable,17:54:00,07:45:00,13
2021-10-30,17,10,26,13,16,14,0.1,84,10,1006,74.75,17,13,11,119,176,119,0,4,3.8,météo défavorable,17:53:00,07:47:00,12
2021-10-31,17,11,32,13,17,13,4.8,94,8.5,1008,62.75,17,14,11,116,266,293,0,4,3.8,météo correcte,17:51:00,07:48:00,13
2021-11-01,15,10,29,10,15,12,1.8,80,9.625,1007,75.875,15,9,8,176,176,176,0,3,3.8,météo défavorable,17:50:00,07:50:00,11
2021-11-02,14,8,28,11,13,10,2.7,79,9.75,1004,62,14,9,7,353,176,176,0,3,7,météo correcte,17:48:00,07:51:00,11
2021-11-03,13,6,8,6,12,10,0,90,10,1007,21.25,13,6,4,113,113,116,0,3,8.7,météo correcte,17:47:00,07:53:00,7
2021-11-04,13,5,20,5,11,9,0.3,92,10,1022,28.25,13,6,2,113,113,353,0,3,7,météo correcte,17:45:00,07:54:00,5
2021-11-05,12,5,12,5,11,9,0,84,10,1031,48.875,12,4,3,116,116,113,0,2,5.4,météo très défavorable,17:44:00,07:56:00,5
2021-11-06,12,3,10,3,10,8,0,90,10,1032,21.625,12,4,1,113,113,116,0,3,8.7,météo très défavorable,17:42:00,07:57:00,4
2021-11-07,18,7,16,9,14,12,0,94,10,1030,46.25,18,12,7,119,119,113,0,4,5.4,météo correcte,17:41:00,07:59:00,7
2021-11-08,14,7,8,7,12,11,0,93,10,1026,25.875,14,7,5,116,113,113,0,4,8.7,météo correcte,17:40:00,08:00:00,7
2021-11-09,14,8,6,9,12,11,0,81,10,1027,59.125,14,8,9,122,116,116,0,3,5.2,météo correcte,17:38:00,08:02:00,8
2021-11-10,15,6,11,6,12,11,0,83,10,1027,6,15,5,4,113,113,113,0,4,8.7,météo correcte,17:37:00,08:03:00,7
2021-11-11,14,5,12,5,11,10,0,76,10,1027,8,14,4,3,113,113,113,0,3,8.7,météo correcte,17:36:00,08:04:00,6
2021-11-12,16,8,18,8,15,13,0,77,10,1022,19.75,16,12,7,113,113,116,0,4,8.7,météo correcte,17:35:00,08:06:00,8
2021-11-13,15,11,20,12,14,13,0,81,10,1018,79,15,10,11,119,119,116,0,3,3.5,météo défavorable,17:33:00,08:07:00,13
2021-11-14,12,9,14,11,12,11,0,77,9,1023,63,12,9,9,119,119,116,0,3,5.2,météo défavorable,17:32:00,08:09:00,10
2021-11-15,14,6,17,6,11,10,0,96,7,1025,31.625,14,8,4,143,113,113,0,3,8.7,météo correcte,17:31:00,08:10:00,7
2021-11-16,13,5,8,5,12,9,0,95,7,1025,21.5,13,8,4,143,113,116,0,3,8.7,météo correcte,17:30:00,08:12:00,6
2021-11-17,13,7,11,8,12,10,0,94,9,1028,57.25,13,9,6,143,119,113,0,3,6.9,météo correcte,17:29:00,08:13:00,10
2021-11-18,14,5,7,5,11,10,0,91,10,1032,11.125,14,7,4,113,113,113,0,3,8.7,météo correcte,17:28:00,08:15:00,6
2021-11-19,16,5,20,5,13,10,0,92,10,1032,4.75,16,9,3,113,113,113,0,3,8.7,météo correcte,17:27:00,08:16:00,6
2021-11-20,15,6,14,6,11,11,0,96,10,1029,7.25,15,8,3,113,113,113,0,3,8.7,météo correcte,17:26:00,08:17:00,6
2021-11-21,11,4,21,6,11,6,0.3,96,9,1020,53.625,11,8,4,116,119,176,0,3,5.2,météo défavorable,17:25:00,08:19:00,6
2021-11-22,13,3,30,3,9,10,0,85,10,1025,13.625,13,4,-1,113,113,113,0,3,8.7,météo correcte,17:24:00,08:20:00,4
2021-11-23,11,3,32,3,10,9,0,75,10,1027,11.125,11,1,-3,113,113,113,0,2,8.7,météo très défavorable,17:23:00,08:22:00,3
2021-11-24,11,2,22,3,8,5,0,86,10,1024,11.25,11,1,-3,113,113,113,0,3,8.7,météo très défavorable,17:23:00,08:23:00,4
2021-11-25,9,4,24,4,7,7,0,83,10,1014,70.25,9,3,-1,122,119,122,0,2,5.1,météo très défavorable,17:22:00,08:24:00,4
2021-11-26,10,2,23,2,8,10,1.1,92,9.875,1015,65.625,10,7,-2,116,116,353,0,2,5.1,météo très défavorable,17:21:00,08:26:00,2
2021-11-27,9,5,31,7,8,6,1.6,79,9.75,997,71.5,9,3,2,353,176,176,0,2,3.4,météo défavorable,17:21:00,08:27:00,6
2021-11-28,8,6,27,6,8,7,6.4,84,9,1014,84.375,8,4,2,389,353,353,0,3,3.3,météo très défavorable,17:20:00,08:28:00,6
2021-11-29,7,1,16,3,7,4,0,94,10,1022,50.625,7,2,0,122,113,116,0,3,5.1,météo très défavorable,17:19:00,08:29:00,1
2021-11-30,11,1,16,1,10,8,0,89,10,1026,48.25,11,8,-2,119,116,116,0,3,6.9,météo très défavorable,17:19:00,08:31:00,1
2021-12-01,12,7,31,11,12,9,1,93,10,1016,68.375,12,9,7,353,119,353,0,4,5.1,météo défavorable,17:18:00,08:32:00,11
2021-12-02,8,2,29,3,7,6,0.1,92,10,1017,45.25,8,3,-1,116,119,176,0,3,6.9,météo très défavorable,17:18:00,08:33:00,4
2021-12-03,13,1,32,2,8,13,4.3,95,9.75,1019,78.75,13,12,-3,122,296,176,0,3,3.3,météo très défavorable,17:18:00,08:34:00,1
2021-12-04,13,7,28,11,9,8,1.3,91,9.75,1013,82.875,13,12,5,353,176,176,0,2,5.1,météo défavorable,17:17:00,08:35:00,12
2021-12-05,10,5,29,5,9,8,0.9,75,9.875,1017,59.875,10,4,1,176,176,113,0,2,5.1,météo très défavorable,17:17:00,08:37:00,6
2021-12-06,12,4,44,4,7,9,0.2,92,9,1018,33.125,12,7,2,113,266,113,0,3,5.1,météo très défavorable,17:17:00,08:38:00,4
2021-12-07,9,6,38,6,9,9,1.3,88,9.25,1020,78.875,9,7,3,122,122,263,0,2,3.3,météo défavorable,17:17:00,08:39:00,6
2021-12-08,8,4,25,4,8,4,1.4,87,10,1003,62,8,4,0,353,176,176,0,2,6.9,météo très défavorable,17:16:00,08:40:00,5
2021-12-09,10,3,11,3,8,7,0,87,10,1008,52.625,10,7,1,113,122,122,0,3,6.9,météo très défavorable,17:16:00,08:41:00,3
2021-12-10,11,5,30,7,8,7,0.7,82,9,1016,54.625,11,9,2,116,119,176,0,2,5.1,météo défavorable,17:16:00,08:42:00,8
2021-12-11,10,4,10,5,8,9,0,89,7.75,1024,85.125,10,9,3,119,122,143,0,3,3.3,météo très défavorable,17:16:00,08:43:00,5
2021-12-12,14,9,11,11,12,12,0,91,9,1026,53.25,14,10,9,119,119,113,0,3,5.1,météo correcte,17:16:00,08:44:00,10
2021-12-13,13,6,12,6,11,9,0,93,10,1025,7.875,13,7,4,113,113,113,0,3,8.7,météo correcte,17:16:00,08:44:00,7
2021-12-14,13,6,11,6,11,9,0,90,10,1029,4.375,13,7,4,113,113,113,0,3,8.7,météo correcte,17:17:00,08:45:00,7
2021-12-15,15,6,16,6,12,9,0,93,10,1032,13.375,15,9,4,113,113,113,0,3,8.7,météo correcte,17:17:00,08:46:00,7
2021-12-16,14,5,23,6,13,11,0,93,10,1034,6,14,9,2,113,113,113,0,3,8.7,météo correcte,17:17:00,08:47:00,6
2021-12-17,14,5,24,5,12,11,0,91,10,1034,3.5,14,9,1,113,113,113,0,3,8.7,météo correcte,17:17:00,08:48:00,5
2021-12-18,12,3,22,4,10,9,0,88,10,1032,6.875,12,6,-1,113,113,113,0,3,8.7,météo très défavorable,17:18:00,08:48:00,4
2021-12-19,12,3,24,3,10,9,0,92,10,1031,5.875,12,7,-2,113,113,113,0,3,8.7,météo très défavorable,17:18:00,08:49:00,4
2021-12-20,10,2,24,2,8,6,0,95,10,1026,22.5,10,4,-2,116,113,113,0,3,6.9,météo très défavorable,17:18:00,08:49:00,3
2021-12-21,8,-1,19,-1,5,2,0,94,10,1024,8.625,8,1,-6,113,113,113,0,2,8.7,météo très défavorable,17:19:00,08:50:00,0
2021-12-22,9,-1,13,-1,6,5,0,79,10,1022,17.875,9,3,-5,113,116,113,0,2,6.9,météo très défavorable,17:19:00,08:50:00,-1
2021-12-23,13,5,21,5,11,9,0,96,8,1016,39.375,13,11,2,113,116,143,0,3,6.9,météo correcte,17:20:00,08:51:00,5
2021-12-24,12,8,18,9,12,10,0.4,96,8,1012,79.5,12,10,5,176,119,176,0,2,5.1,météo défavorable,17:21:00,08:51:00,10
2021-12-25,12,8,18,8,11,10,3.6,94,7.75,1004,79.625,12,9,6,119,116,266,0,2,6.9,météo défavorable,17:21:00,08:52:00,10
2021-12-26,13,9,19,9,13,9,1.2,97,5.25,1005,70.875,13,10,6,248,116,143,0,3,8.7,météo défavorable,17:22:00,08:52:00,9
2021-12-27,13,10,37,11,13,10,3.8,97,9.625,1000,96.875,13,11,9,296,200,353,0,3,3.3,météo défavorable,17:23:00,08:52:00,10
2021-12-28,13,10,33,12,12,10,1.4,93,9.875,1009,92.75,13,12,9,122,116,176,0,3,5.1,météo défavorable,17:24:00,08:52:00,12
2021-12-29,15,14,39,14,15,14,0.9,97,9,1018,98.875,15,13,12,353,266,122,0,3,3.3,météo défavorable,17:24:00,08:53:00,14
