DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,MONTH,DAY
2020-07-29,27,12,10,12,23,27,0.0,91,9.0,1022,6.375,26,12,11,143,116,116,0,6,14.5,good,07,29
2020-07-30,34,15,19,15,29,34,0.0,66,10.0,1019,2.125,35,16,15,116,116,116,0,7,14.5,good,07,30
2020-07-31,29,23,21,23,28,25,0.0,71,10.0,1015,15.375,30,18,23,116,116,116,0,7,14.5,good,07,31
2020-08-01,25,20,23,20,25,22,0.0,93,7.625,1019,52.5,26,19,20,143,116,116,0,6,14.5,good,08,01
2020-08-02,23,14,17,14,21,21,0.0,88,10.0,1021,48.875,24,13,13,119,116,116,0,5,14.5,good,08,02
2020-08-03,24,15,19,15,21,22,0.0,88,10.0,1019,38.5,24,13,15,122,116,116,0,6,14.5,good,08,03
2020-08-04,25,12,12,12,24,22,0.0,87,10.0,1020,5.75,25,11,13,116,116,116,0,6,14.5,good,08,04
2020-08-05,27,15,18,15,26,25,0.0,87,10.0,1017,8.75,27,14,15,113,113,116,0,6,14.5,very good,08,05
2020-08-06,37,17,8,17,31,37,0.0,90,10.0,1017,0.5,36,16,17,113,116,113,0,7,14.5,good,08,06
2020-08-07,38,22,13,22,35,36,0.0,53,10.0,1015,2.125,38,13,22,113,113,116,0,8,14.5,good,08,07
2020-08-08,34,20,15,20,32,31,1.3,81,10.0,1018,40.0,34,17,20,299,176,113,0,7,12.4,good,08,08
2020-08-09,35,17,10,17,32,33,0.0,92,9.0,1018,6.625,35,17,17,143,116,116,0,7,14.5,good,08,09
2020-08-10,34,19,11,19,31,32,2.1,82,9.75,1013,36.75,36,18,19,116,176,116,0,7,13.4,good,08,10
2020-08-11,35,21,10,21,30,34,2.9,85,9.875,1013,35.375,37,19,21,299,116,116,0,6,13.4,good,08,11
2020-08-12,25,22,15,22,23,22,12.7,86,9.0,1013,70.5,27,20,22,176,386,176,0,5,10.2,bad,08,12
2020-08-13,20,19,17,19,19,17,17.3,92,8.75,1013,62.875,20,18,19,353,296,356,0,5,8.9,very bad,08,13
2020-08-14,24,17,19,17,23,22,0.1,91,9.375,1017,51.5,25,17,17,176,119,116,0,5,13.4,not good not bad,08,14
2020-08-15,27,15,10,15,25,26,0.1,94,7.375,1017,34.875,27,16,15,143,116,116,0,5,14.1,good,08,15
2020-08-16,23,16,21,16,23,21,7.5,94,9.5,1011,70.875,25,16,16,176,353,176,0,5,10.0,bad,08,16
2020-08-17,23,16,22,16,22,21,1.7,94,9.875,1012,55.5,25,15,16,353,353,176,0,5,11.1,not good not bad,08,17
2020-08-18,24,16,25,16,23,22,0.9,97,7.25,1013,60.375,26,17,16,143,119,116,0,6,12.2,not good not bad,08,18
2020-08-19,23,18,29,18,21,23,12.5,91,7.625,1011,83.375,25,19,18,119,299,176,0,5,9.9,bad,08,19
2020-08-20,26,18,20,18,24,25,0.4,84,9.875,1007,68.5,27,18,18,353,122,116,0,6,11.0,bad,08,20
2020-08-21,23,18,31,18,23,21,0.8,83,10.0,1016,51.0,25,17,18,116,176,113,0,5,11.0,good,08,21
2020-08-22,22,16,28,16,22,20,2.1,91,9.5,1022,61.375,25,15,16,176,353,176,0,5,9.9,not good not bad,08,22
2020-08-23,22,14,20,14,21,20,0.4,93,10.0,1023,51.5,25,14,14,116,176,176,0,5,13.3,good,08,23
2020-08-24,22,13,14,13,21,20,0.0,93,10.0,1022,22.875,25,13,13,116,116,116,0,5,13.9,good,08,24
2020-08-25,23,16,31,16,23,21,0.2,87,10.0,1015,52.375,25,17,16,116,116,176,0,6,7.9,good,08,25
2020-08-26,22,17,19,17,21,20,0.2,86,10.0,1020,52.75,25,15,17,119,122,116,0,6,9.1,not good not bad,08,26
2020-08-27,23,15,28,15,23,20,2.3,87,10.0,1020,68.875,24,18,15,119,122,353,0,6,6.7,bad,08,27
2020-08-28,21,15,30,15,20,19,2.2,85,9.75,1011,71.375,21,14,15,353,176,353,0,4,6.7,bad,08,28
2020-08-29,18,11,23,11,17,16,0.4,95,10.0,1012,55.875,18,11,10,116,122,353,0,4,9.1,not good not bad,08,29
2020-08-30,19,9,18,9,18,18,0.8,93,10.0,1019,43.875,19,12,7,116,122,353,0,5,7.9,not good not bad,08,30
2020-08-31,23,10,8,10,20,20,0.0,94,9.0,1021,35.0,24,10,9,116,116,116,0,5,10.4,good,08,31
2020-09-01,23,11,15,11,21,21,0.0,79,10.0,1020,17.5,24,9,10,116,116,116,0,5,11.6,good,09,01
2020-09-02,24,11,10,11,22,21,0.0,91,10.0,1021,11.875,25,12,11,113,116,116,0,5,11.6,good,09,02
2020-09-03,24,13,17,13,23,22,0.0,86,10.0,1023,10.875,25,14,13,116,116,116,0,6,11.6,good,09,03
2020-09-04,29,16,8,16,27,26,0.0,88,10.0,1024,2.875,28,14,16,116,113,116,0,6,11.6,very good,09,04
2020-09-05,22,15,17,15,20,20,0.0,81,10.0,1024,27.25,24,13,15,119,116,116,0,5,11.6,good,09,05
2020-09-06,19,10,14,10,19,18,0.1,93,10.0,1024,36.125,19,12,9,116,116,119,0,5,9.1,good,09,06
2020-09-07,24,11,9,11,21,21,0.0,92,10.0,1027,13.0,25,12,10,116,116,116,0,5,11.6,good,09,07
2020-09-08,25,14,11,14,22,24,0.0,84,10.0,1029,47.0,26,13,14,116,119,122,0,6,7.8,not good not bad,09,08
2020-09-09,28,16,17,16,25,26,0.0,91,10.0,1026,40.125,28,15,16,116,116,116,0,6,11.6,good,09,09
2020-09-10,27,14,11,14,24,25,0.0,86,10.0,1023,20.125,27,15,14,116,116,116,0,6,11.6,good,09,10
2020-09-11,25,13,14,13,23,22,0.0,94,9.0,1019,7.625,25,14,12,116,116,116,0,6,11.6,good,09,11
2020-09-12,28,10,12,10,22,26,0.0,95,8.0,1023,5.125,27,12,9,143,113,113,0,6,11.6,good,09,12
2020-09-13,31,14,12,14,27,29,0.0,66,10.0,1024,0.0,29,10,14,113,113,113,0,6,11.6,good,09,13
2020-09-14,32,19,22,19,30,30,0.0,47,10.0,1020,3.25,32,13,19,113,116,116,0,7,11.6,good,09,14
2020-09-15,28,19,10,19,27,26,0.0,75,10.0,1019,27.375,29,15,19,116,116,116,0,7,11.6,good,09,15
2020-09-16,30,16,12,16,27,27,0.0,85,10.0,1021,15.875,29,16,16,116,116,116,0,6,11.6,good,09,16
2020-09-17,31,18,29,18,28,28,0.0,87,10.0,1020,10.75,30,17,18,116,116,116,0,7,11.6,good,09,17
2020-09-18,28,18,25,18,27,25,0.1,62,10.0,1017,24.5,28,15,18,116,116,116,0,6,11.6,good,09,18
2020-09-19,26,18,14,18,22,24,25.4,91,8.25,1013,86.5,27,17,18,353,308,176,0,5,6.3,very bad,09,19
2020-09-20,25,16,8,16,22,22,1.7,89,9.875,1014,59.5,26,16,16,116,116,176,0,5,8.9,not good not bad,09,20
2020-09-21,25,17,11,17,24,22,4.1,92,9.75,1016,51.375,26,16,17,116,116,353,0,5,8.9,good,09,21
2020-09-22,22,15,19,15,21,19,2.2,97,6.875,1015,78.625,25,15,15,248,122,116,0,4,7.6,bad,09,22
2020-09-23,21,15,27,15,21,17,8.1,94,6.25,1009,65.875,23,15,15,143,176,356,0,4,6.2,bad,09,23
2020-09-24,16,13,36,13,16,12,4.8,85,9.375,1009,63.75,16,11,12,176,293,353,0,4,8.8,not good not bad,09,24
2020-09-25,15,10,35,10,14,13,1.6,79,9.75,1017,53.125,15,8,7,176,119,176,0,3,8.8,not good not bad,09,25
2020-09-26,16,9,21,9,15,13,0.0,75,10.0,1017,17.75,16,6,6,116,116,116,0,4,11.6,not good not bad,09,26
2020-09-27,16,9,30,9,15,14,0.0,76,10.0,1015,44.0,16,7,7,116,119,116,0,4,10.1,not good not bad,09,27
2020-09-28,17,7,17,7,16,16,0.0,94,10.0,1018,54.375,17,13,5,116,116,122,0,4,7.2,not good not bad,09,28
2020-09-29,19,14,17,14,19,17,1.4,92,9.375,1019,73.0,19,14,13,116,122,353,0,4,5.7,bad,09,29
2020-09-30,18,14,26,14,18,17,3.5,91,8.375,1017,78.5,18,14,14,353,119,353,0,4,5.7,bad,09,30
2020-10-01,15,11,22,11,15,13,14.4,94,9.25,1006,75.625,15,14,10,176,176,353,0,3,7.2,bad,10,01
2020-10-02,15,10,28,10,14,12,16.8,88,8.75,988,79.375,15,12,8,176,176,176,0,3,7.2,very bad,10,02
2020-10-03,12,8,33,8,12,11,40.5,95,7.75,994,83.875,12,11,6,293,308,296,0,3,5.7,very bad,10,03
2020-10-04,15,10,29,10,15,13,4.8,91,9.75,999,79.75,15,9,7,296,353,353,0,3,5.6,bad,10,04
2020-10-05,14,13,34,13,14,13,1.9,82,9.375,1010,85.0,14,10,10,353,176,176,0,3,5.6,bad,10,05
2020-10-06,15,13,33,13,15,14,0.8,85,9.5,1014,75.875,15,13,12,353,176,353,0,3,8.6,bad,10,06
2020-10-07,16,12,21,12,16,15,0.1,87,10.0,1022,65.75,16,13,11,119,116,116,0,3,8.6,bad,10,07
2020-10-08,18,15,24,15,18,16,0.2,84,10.0,1022,83.0,18,14,14,176,119,119,0,4,5.6,bad,10,08
2020-10-09,17,14,16,14,17,15,0.6,98,7.5,1024,80.5,17,14,13,248,176,353,0,4,7.1,bad,10,09
2020-10-10,15,9,15,9,15,13,0.3,92,9.0,1028,56.375,15,8,8,116,113,176,0,4,8.6,not good not bad,10,10
2020-10-11,15,9,18,9,14,12,2.3,87,9.75,1027,68.875,15,9,7,176,176,176,0,3,5.5,bad,10,11
2020-10-12,12,8,16,8,12,11,4.0,92,8.75,1027,53.5,12,10,7,116,119,293,0,4,7.0,bad,10,12
2020-10-13,13,8,22,8,13,11,7.6,91,9.125,1015,77.875,13,11,6,176,116,353,0,3,7.0,bad,10,13
2020-10-14,13,6,22,6,12,10,0.2,95,8.0,1018,48.75,13,6,4,143,116,176,0,3,8.5,not good not bad,10,14
2020-10-15,13,6,19,6,12,11,0.0,90,10.0,1021,59.0,13,5,4,122,116,119,0,4,8.5,not good not bad,10,15
2020-10-16,14,6,11,6,12,11,0.0,91,10.0,1023,9.5,14,5,5,116,116,116,0,4,10.9,not good not bad,10,16
2020-10-17,15,6,10,6,13,12,0.0,90,10.0,1022,12.0,15,6,5,116,116,116,0,4,10.9,not good not bad,10,17
2020-10-18,16,7,10,7,14,14,0.0,87,10.0,1024,20.125,16,6,5,116,116,116,0,4,10.8,not good not bad,10,18
2020-10-19,17,7,24,7,15,15,0.0,78,10.0,1022,24.375,17,9,5,116,116,116,0,3,10.8,not good not bad,10,19
2020-10-20,18,17,33,17,18,16,8.4,76,9.375,1008,89.125,18,14,17,176,353,122,0,5,5.4,bad,10,20
2020-10-21,18,16,37,17,18,15,20.4,85,8.375,1009,81.0,18,14,16,176,353,176,0,4,5.4,very bad,10,21
2020-10-22,20,12,10,12,19,17,3.0,96,9.875,1012,61.5,20,13,12,176,353,176,0,5,6.9,not good not bad,10,22
2020-10-23,17,12,24,12,17,13,0.3,85,10.0,1017,50.25,17,11,12,116,116,353,0,4,8.5,not good not bad,10,23
2020-10-24,16,15,37,15,16,16,3.9,88,10.0,1017,99.75,16,13,13,353,353,353,0,4,5.3,bad,10,24
2020-10-25,15,12,27,12,15,12,16.2,86,8.75,1006,69.875,15,12,11,293,176,176,0,3,6.9,very bad,10,25
2020-10-26,14,9,27,9,14,11,0.8,87,9.875,1010,49.5,14,8,7,116,176,353,0,3,3.8,not good not bad,10,26
2020-10-27,16,11,37,11,14,15,7.9,92,7.625,1011,85.125,16,14,9,353,296,266,0,4,3.8,bad,10,27
2020-10-28,14,12,29,12,14,13,3.1,81,9.875,1017,71.5,14,10,10,176,353,353,0,3,5.4,bad,10,28
2020-10-29,16,13,23,13,16,15,0.8,90,10.0,1024,81.875,16,12,11,353,176,176,0,4,3.8,bad,10,29
2020-10-30,17,12,18,12,17,16,0.0,95,10.0,1024,25.25,17,12,11,116,116,116,0,4,8.7,not good not bad,10,30
2020-10-31,17,11,27,11,17,14,0.0,94,10.0,1023,46.75,17,12,9,116,116,122,0,4,5.4,not good not bad,10,31
2020-11-01,17,14,36,17,17,17,3.7,92,7.75,1018,97.25,17,16,17,296,296,266,0,5,3.7,bad,11,01
2020-11-02,18,15,38,18,17,12,1.8,84,10.0,1024,67.625,18,15,13,119,353,116,0,4,3.7,bad,11,02
2020-11-03,12,10,22,10,12,10,0.2,79,10.0,1030,41.5,12,7,8,116,176,116,0,4,5.4,bad,11,03
2020-11-04,11,6,18,6,10,8,0.0,81,10.0,1033,28.5,11,3,4,116,116,116,0,3,8.7,bad,11,04
2020-11-05,12,4,28,4,10,10,0.0,89,10.0,1035,2.25,12,3,0,116,113,113,0,3,8.7,very bad,11,05
2020-11-06,16,7,20,7,14,14,0.0,94,10.0,1028,19.25,16,12,4,116,116,116,0,4,8.7,not good not bad,11,06
2020-11-07,18,12,21,12,18,16,3.5,87,9.625,1019,60.25,18,14,11,116,116,122,0,5,7.0,not good not bad,11,07
2020-11-08,18,13,16,13,18,15,7.1,96,8.0,1019,73.125,18,14,12,263,116,176,0,4,5.2,bad,11,08
2020-11-09,18,12,18,12,17,14,2.0,93,9.0,1021,58.625,18,13,10,116,176,176,0,5,3.5,not good not bad,11,09
2020-11-10,16,11,12,11,15,13,0.1,95,6.0,1026,41.25,16,11,11,143,116,116,0,3,7.0,not good not bad,11,10
2020-11-11,15,10,19,10,14,13,0.1,95,7.625,1026,35.25,15,10,9,116,116,116,0,3,8.7,not good not bad,11,11
2020-11-12,14,10,12,10,13,12,0.4,89,9.375,1021,50.0,14,11,9,116,116,116,0,3,7.0,not good not bad,11,12
2020-11-13,16,13,20,13,16,15,2.8,94,9.25,1018,82.5,16,14,12,119,296,122,0,3,3.5,bad,11,13
2020-11-14,16,11,26,11,15,14,0.3,94,9.625,1018,45.875,16,12,9,116,116,116,0,3,8.7,not good not bad,11,14
2020-11-15,16,13,40,16,14,12,22.5,85,8.5,1013,75.75,16,13,10,116,308,119,0,3,3.5,very bad,11,15
2020-11-16,14,10,16,10,13,12,0.2,81,10.0,1025,60.5,14,8,9,116,176,176,0,3,3.4,not good not bad,11,16
2020-11-17,15,10,14,10,14,13,0.0,93,10.0,1027,29.625,15,11,9,116,116,116,0,3,8.7,not good not bad,11,17
2020-11-18,16,9,19,9,14,16,0.1,92,10.0,1025,49.625,16,14,7,116,116,122,0,4,5.2,not good not bad,11,18
2020-11-19,12,8,19,8,12,11,0.1,77,10.0,1037,34.375,12,8,6,116,116,119,0,3,8.7,bad,11,19
2020-11-20,11,5,8,5,9,10,0.0,90,10.0,1038,30.875,11,4,3,116,122,116,0,3,6.9,very bad,11,20
2020-11-21,12,5,7,5,10,10,0.0,83,10.0,1035,16.875,12,4,4,116,116,116,0,3,8.7,very bad,11,21
2020-11-22,12,6,7,6,10,10,0.0,72,10.0,1030,21.625,12,5,5,116,116,116,0,3,8.7,bad,11,22
2020-11-23,13,7,3,7,11,11,0.0,90,10.0,1030,16.625,13,9,7,116,116,116,0,4,8.7,not good not bad,11,23
2020-11-24,11,6,13,6,10,9,0.0,93,10.0,1027,34.0,11,7,4,116,122,116,0,3,6.9,bad,11,24
2020-11-25,13,9,19,9,12,11,0.0,94,10.0,1016,39.5,13,9,6,119,116,116,0,3,6.9,not good not bad,11,25
2020-11-26,14,9,13,9,12,13,0.0,91,10.0,1017,33.375,14,10,7,116,116,116,0,4,6.9,not good not bad,11,26
2020-11-27,13,9,11,9,11,11,0.1,93,10.0,1017,52.75,13,10,8,119,116,119,0,4,5.1,not good not bad,11,27
2020-11-28,14,9,19,9,13,11,0.0,91,10.0,1015,14.0,14,9,7,116,116,116,0,4,8.7,not good not bad,11,28
2020-11-29,10,6,22,6,9,8,0.0,70,10.0,1024,2.5,10,5,3,116,113,113,0,3,8.7,bad,11,29
2020-11-30,9,3,13,3,6,7,0.0,86,10.0,1029,13.25,9,1,-1,116,113,116,0,3,8.7,very bad,11,30
2020-12-01,10,9,17,9,10,7,0.0,90,10.0,1028,68.25,10,8,7,122,122,116,0,2,6.9,bad,12,01
2020-12-02,8,3,12,3,6,7,0.0,93,10.0,1024,47.5,8,4,0,119,116,119,0,3,6.9,very bad,12,02
2020-12-03,9,6,26,6,8,9,16.6,89,7.625,1015,93.125,9,7,4,143,176,302,0,2,3.3,very bad,12,03
2020-12-04,7,4,14,4,6,6,7.0,80,9.625,989,57.125,7,4,1,353,116,116,0,2,8.7,very bad,12,04
2020-12-05,8,3,21,3,7,7,14.9,91,8.0,989,69.5,8,5,-1,353,389,353,0,3,5.1,very bad,12,05
2020-12-06,8,5,27,5,7,6,3.8,90,8.75,1002,69.875,8,3,1,116,293,176,0,2,3.3,very bad,12,06
2020-12-07,7,3,12,3,6,6,0.5,89,9.375,1003,69.0,7,3,2,116,119,122,0,1,3.3,very bad,12,07
2020-12-08,8,2,18,2,6,6,0.3,91,9.0,1010,43.5,8,3,-2,116,116,116,0,1,8.7,very bad,12,08
2020-12-09,8,3,11,3,7,7,1.8,91,9.0,1013,65.875,8,6,0,119,116,122,0,3,5.1,very bad,12,09
2020-12-10,11,8,19,8,11,10,20.3,90,9.125,1002,80.375,11,8,6,299,176,176,0,2,3.3,very bad,12,10
2020-12-11,12,11,26,11,12,10,19.1,95,8.875,999,75.375,12,10,9,302,176,353,0,3,3.3,very bad,12,11
2020-12-12,9,7,25,7,9,7,0.4,76,10.0,1012,35.25,9,7,3,176,116,116,0,2,8.7,bad,12,12
2020-12-13,12,7,27,7,11,12,1.9,92,7.375,1012,95.75,12,11,4,122,266,353,0,3,3.3,bad,12,13
2020-12-14,13,11,19,12,13,11,5.7,92,8.625,1007,92.5,13,10,9,266,176,353,0,3,3.3,bad,12,14
2020-12-15,11,9,20,10,11,9,14.7,90,8.625,1013,77.5,11,9,8,302,299,176,0,3,6.9,bad,12,15
2020-12-16,11,8,31,8,11,10,2.4,85,9.125,1013,65.125,11,7,5,122,116,122,0,3,6.9,bad,12,16
2020-12-17,12,8,15,8,12,10,1.1,92,9.5,1023,42.875,12,8,6,116,176,116,0,3,6.9,bad,12,17
2020-12-18,12,9,26,9,11,11,0.0,94,10.0,1022,52.5,12,9,7,116,116,116,0,4,8.7,bad,12,18
2020-12-19,12,11,22,12,12,10,7.9,90,9.25,1016,62.5,12,10,9,302,116,116,0,4,8.7,bad,12,19
2020-12-20,12,8,14,8,11,10,0.8,90,10.0,1021,75.125,12,8,7,176,176,176,0,2,5.1,bad,12,20
2020-12-21,15,11,33,11,14,14,9.4,93,9.25,1020,98.875,15,13,8,296,296,176,0,3,3.3,bad,12,21
2020-12-22,15,14,26,14,15,14,2.7,91,8.0,1020,92.25,15,13,12,266,176,353,0,3,3.3,bad,12,22
2020-12-23,14,13,38,13,14,10,7.7,92,8.5,1017,79.75,14,13,9,176,176,176,0,3,3.3,bad,12,23
2020-12-24,10,7,28,9,8,5,2.4,87,9.625,1028,74.0,10,7,3,296,176,116,0,2,5.1,bad,12,24
2020-12-25,6,2,21,2,5,3,0.0,83,10.0,1033,15.25,6,1,-3,116,116,116,0,2,8.7,very bad,12,25
2020-12-26,7,1,14,1,6,7,0.0,82,10.0,1033,73.0,7,4,-1,116,119,119,0,2,3.3,very bad,12,26
2020-12-27,10,9,48,9,10,7,24.3,86,8.125,1016,89.0,10,7,5,176,302,299,0,2,3.3,very bad,12,27
2020-12-28,8,4,41,4,8,6,9.4,84,9.25,982,70.125,8,4,0,176,299,353,0,2,3.3,very bad,12,28
2020-12-29,8,4,17,4,7,5,1.8,91,9.5,997,57.625,8,4,0,176,116,353,0,2,8.7,very bad,12,29
2020-12-30,7,3,18,3,6,5,1.2,91,9.875,1010,61.625,7,4,-1,116,116,122,0,2,6.9,very bad,12,30
2020-12-31,7,5,23,6,5,4,11.0,92,9.25,1008,67.875,7,6,1,353,176,176,0,2,3.3,very bad,12,31
